x,u
    0.000000,    0.0000000000E+00
    0.010000,    2.6618017567E-02
    0.020000,    5.2652995941E-02
    0.030000,    7.8230113398E-02
    0.040000,    1.0344050041E-01
    0.050000,    1.2835154921E-01
    0.060000,    1.5301354462E-01
    0.070000,    1.7746408574E-01
    0.080000,    2.0173113329E-01
    0.090000,    2.2583517367E-01
    0.100000,    2.4979079727E-01
    0.110000,    2.7360787599E-01
    0.120000,    2.9729245750E-01
    0.130000,    3.2084745318E-01
    0.140000,    3.4427317064E-01
    0.150000,    3.6756772617E-01
    0.160000,    3.9072736161E-01
    0.170000,    4.1374668354E-01
    0.180000,    4.3661883795E-01
    0.190000,    4.5933563005E-01
    0.200000,    4.8188759659E-01
    0.210000,    5.0426403590E-01
    0.220000,    5.2645299915E-01
    0.230000,    5.4844124491E-01
    0.240000,    5.7021415733E-01
    0.250000,    5.9175562692E-01
    0.260000,    6.1304789094E-01
    0.270000,    6.3407132851E-01
    0.280000,    6.5480420290E-01
    0.290000,    6.7522234039E-01
    0.300000,    6.9529873067E-01
    0.310000,    7.1500302775E-01
    0.320000,    7.3430092207E-01
    0.330000,    7.5315334162E-01
    0.340000,    7.7151542060E-01
    0.350000,    7.8933514204E-01
    0.360000,    8.0655150551E-01
    0.370000,    8.2309196624E-01
    0.380000,    8.3886867639E-01
    0.390000,    8.5377257388E-01
    0.400000,    8.6766318482E-01
    0.410000,    8.8034895647E-01
    0.420000,    8.9154471048E-01
    0.430000,    9.0076998232E-01
    0.440000,    9.0708778628E-01
    0.450000,    9.0840234490E-01
    0.460000,    8.9953256815E-01
    0.470000,    8.6696205124E-01
    0.480000,    7.7528338624E-01
    0.490000,    5.3831609144E-01
    0.500000,    2.9746223967E-20
    0.510000,   -5.3831609144E-01
    0.520000,   -7.7528338624E-01
    0.530000,   -8.6696205124E-01
    0.540000,   -8.9953256815E-01
    0.550000,   -9.0840234490E-01
    0.560000,   -9.0708778628E-01
    0.570000,   -9.0076998232E-01
    0.580000,   -8.9154471048E-01
    0.590000,   -8.8034895647E-01
    0.600000,   -8.6766318482E-01
    0.610000,   -8.5377257388E-01
    0.620000,   -8.3886867639E-01
    0.630000,   -8.2309196624E-01
    0.640000,   -8.0655150551E-01
    0.650000,   -7.8933514204E-01
    0.660000,   -7.7151542060E-01
    0.670000,   -7.5315334162E-01
    0.680000,   -7.3430092207E-01
    0.690000,   -7.1500302775E-01
    0.700000,   -6.9529873067E-01
    0.710000,   -6.7522234039E-01
    0.720000,   -6.5480420290E-01
    0.730000,   -6.3407132851E-01
    0.740000,   -6.1304789094E-01
    0.750000,   -5.9175562692E-01
    0.760000,   -5.7021415733E-01
    0.770000,   -5.4844124491E-01
    0.780000,   -5.2645299915E-01
    0.790000,   -5.0426403590E-01
    0.800000,   -4.8188759659E-01
    0.810000,   -4.5933563005E-01
    0.820000,   -4.3661883795E-01
    0.830000,   -4.1374668354E-01
    0.840000,   -3.9072736161E-01
    0.850000,   -3.6756772617E-01
    0.860000,   -3.4427317064E-01
    0.870000,   -3.2084745318E-01
    0.880000,   -2.9729245750E-01
    0.890000,   -2.7360787599E-01
    0.900000,   -2.4979079727E-01
    0.910000,   -2.2583517367E-01
    0.920000,   -2.0173113329E-01
    0.930000,   -1.7746408574E-01
    0.940000,   -1.5301354462E-01
    0.950000,   -1.2835154921E-01
    0.960000,   -1.0344050041E-01
    0.970000,   -7.8230113398E-02
    0.980000,   -5.2652995941E-02
    0.990000,   -2.6618017567E-02
    1.000000,    0.0000000000E+00
