step,time,M
0 0.0000000000000000 0.31090028349867717E-17
3 0.45776367187500000E-2 0.10842021724855044E-18
6 0.91552734375000000E-2 -0.61257422745431001E-17
9 0.13732910156250000E-1 -0.54210108624275222E-18
12 0.18310546875000000E-1 -0.78604657505199071E-17
15 0.22888183593750000E-1 -0.98662397696180903E-17
18 0.27465820312500000E-1 -0.67762635780344027E-17
21 0.32043457031250000E-1 0.93783487919996134E-17
24 0.36621093750000000E-1 0.85651971626354850E-17
27 0.41198730468750000E-1 0.97578195523695399E-17
30 0.45776367187500000E-1 0.53125906451789717E-17
33 0.50354003906250000E-1 0.15070410197548512E-16
36 0.54931640625000000E-1 0.63967928176644762E-17
39 0.59509277343750000E-1 0.17672495411513722E-16
42 0.64086914062500000E-1 0.15612511283791264E-16
45 0.68664550781250000E-1 0.40657581468206416E-17
48 0.73242187500000000E-1 0.11926223897340549E-16
51 0.77819824218750000E-1 0.13715157481941631E-16
54 0.82397460937500000E-1 0.87820375971325859E-17
57 0.86975097656250000E-1 0.12034644114589099E-16
60 0.91552734375000000E-1 0.85109870540112098E-17
63 0.96130371093750000E-1 0.77520455332713567E-17
66 0.10070800781250000 0.22009304101455740E-16
69 0.10528564453125000 0.15504091066542713E-16
72 0.10986328125000000 0.12630955309456127E-16
75 0.11444091796875000 0.43368086899420177E-17
78 0.11901855468750000 0.17509865085640897E-16
81 0.12359619140625000 0.14582519219930035E-16
84 0.12817382812500000 0.33285006695304986E-16
87 0.13275146484375000 0.34043948216044839E-16
90 0.13732910156250000 0.27321894746634712E-16
93 0.14190673828125000 0.26996634094889060E-16
96 0.14648437500000000 0.33285006695304986E-16
99 0.15106201171875000 0.42067044292437572E-16
102 0.15563964843750000 0.39193908535350985E-16
105 0.16021728515625000 0.42500725161431774E-16
108 0.16479492187500000 0.53993268189778121E-16
111 0.16937255859375000 0.80393591089800154E-16
114 0.17395019531250000 0.89555099447302666E-16
117 0.17852783203125000 0.85760391843603401E-16
120 0.18310546875000000 0.90585091511163895E-16
123 0.18768310546875000 0.64401609045638963E-16
126 0.19226074218750000 0.55673781557130653E-16
129 0.19683837890625000 0.56757983729616157E-16
132 0.20141601562500000 0.62558465352413606E-16
135 0.20599365234375000 0.59197438617708542E-16
138 0.21057128906250000 0.61907944048922303E-16
141 0.21514892578125000 0.68521577301083880E-16
144 0.21972656250000000 0.56947719109801120E-16
147 0.22430419921875000 0.64076348393893312E-16
150 0.22888183593750000 0.74105218489384228E-16
153 0.23345947265625000 0.49222778630841901E-16
156 0.23803710937500000 0.51255657704252222E-16
159 0.24261474609375000 0.54616684438957286E-16
162 0.24719238281250000 0.42907300976113838E-16
165 0.25177001953125000 0.61040582310933900E-16
168 0.25634765625000000 0.48680677544599149E-16
171 0.26092529296875000 0.45238335646957673E-16
174 0.26550292968750000 0.61636893505800927E-16
177 0.27008056640625000 0.54237213678587359E-16
180 0.27465820312500000 0.70662876591742751E-16
183 0.27923583984375000 0.85109870540112098E-16
186 0.28381347656250000 0.71855498981476806E-16
189 0.28839111328125000 0.51147237487003672E-16
192 0.29296875000000000 0.51824863844807112E-16
195 0.29754638671875000 0.54941945090702937E-16
198 0.30212402343750000 0.63615562470586973E-16
201 0.30670166015625000 0.65621336489685156E-16
204 0.31127929687500000 0.52529595256922690E-16
207 0.31585693359375000 0.54128793461338809E-16
210 0.32043457031250000 0.46376747928067452E-16
213 0.32501220703125000 0.43828872822726517E-16
216 0.32958984375000000 0.40576266305270003E-16
219 0.33416748046875000 0.33041061206495748E-16
222 0.33874511718750000 0.26454533008646308E-16
225 0.34332275390625000 0.19922214919421144E-16
228 0.34790039062500000 0.29246353602796482E-16
231 0.35247802734375000 0.21006417091906648E-16
234 0.35705566406250000 0.23310346708438345E-16
237 0.36163330078125000 0.23174821436877657E-16
240 0.36621093750000000 0.22144829373016428E-16
243 0.37078857421875000 0.94325589006238886E-17
246 0.37536621093750000 -0.16263032587282567E-17
249 0.37994384765625000 -0.76978354246470815E-17
252 0.38452148437500000 -0.26481638062958446E-16
255 0.38909912109375000 -0.29761349634727097E-16
258 0.39367675781250000 -0.41552048260506957E-16
261 0.39825439453125000 -0.41145472445824893E-16
264 0.40283203125000000 -0.44262553691720719E-16
267 0.40740966796875000 -0.43747557659790104E-16
270 0.41198730468750000 -0.37648920439559141E-16
273 0.41656494140625000 -0.28514517136368767E-16
276 0.42114257812500000 -0.22470090024762079E-16
279 0.42572021484375000 -0.20084845245293970E-16
282 0.43029785156250000 -0.14067523187999420E-16
285 0.43487548828125000 -0.23500082088623309E-16
288 0.43945312500000000 -0.28026626158750290E-16
291 0.44403076171875000 -0.24665599424045226E-16
294 0.44860839843750000 -0.23906657903305373E-16
297 0.45318603515625000 -0.34884204899721105E-16
300 0.45776367187500000 -0.36998399136067839E-16
303 0.46234130859375000 -0.34802889736784692E-16
306 0.46691894531250000 -0.19217483507305566E-16
309 0.47149658203125000 -0.13091741232762466E-16
312 0.47607421875000000 -0.12061749168901237E-16
315 0.48065185546875000 -0.28460307027744491E-17
318 0.48522949218750000 -0.46078592330633938E-17
321 0.48980712890625000 0.15178830414797062E-17
324 0.49438476562500000 0.46349642873755315E-17
327 0.49896240234375000 0.36320772778264399E-17
328 0.50048828125000000 -0.39031278209478160E-17
