precision,L1 Error,L2 Error,Linf Error
FP16,0.581583321,0.708849788,2.8811419
FP32,0.573692441,0.713146925,2.85370445
FP64,0.5736850935182676,0.7131389545747685,2.853684681085758
FP128,0.573685093518272,0.7131389545747735,2.853684681085763
