x,u
    0.000000,    0.0000000000E+00
    0.001953,    4.8369453289E-03
    0.003906,    9.6694594249E-03
    0.005859,    1.4497682452E-02
    0.007812,    1.9321752712E-02
    0.009766,    2.4141767994E-02
    0.011719,    2.8957836330E-02
    0.013672,    3.3770069480E-02
    0.015625,    3.8578558713E-02
    0.017578,    4.3383404613E-02
    0.019531,    4.8184670508E-02
    0.021484,    5.2982449532E-02
    0.023438,    5.7776827365E-02
    0.025391,    6.2567852437E-02
    0.027344,    6.7355602980E-02
    0.029297,    7.2140157223E-02
    0.031250,    7.6921530068E-02
    0.033203,    8.1699788570E-02
    0.035156,    8.6474977434E-02
    0.037109,    9.1247126460E-02
    0.039062,    9.6016317606E-02
    0.041016,    1.0078252852E-01
    0.042969,    1.0554581881E-01
    0.044922,    1.1030622572E-01
    0.046875,    1.1506374925E-01
    0.048828,    1.1981841922E-01
    0.050781,    1.2457029521E-01
    0.052734,    1.2931933999E-01
    0.054688,    1.3406564295E-01
    0.056641,    1.3880909979E-01
    0.058594,    1.4354984462E-01
    0.060547,    1.4828786254E-01
    0.062500,    1.5302303433E-01
    0.064453,    1.5775544941E-01
    0.066406,    1.6248515248E-01
    0.068359,    1.6721209884E-01
    0.070312,    1.7193624377E-01
    0.072266,    1.7665761709E-01
    0.074219,    1.8137623370E-01
    0.076172,    1.8609206378E-01
    0.078125,    1.9080507755E-01
    0.080078,    1.9551531971E-01
    0.082031,    2.0022270083E-01
    0.083984,    2.0492728055E-01
    0.085938,    2.0962899923E-01
    0.087891,    2.1432781219E-01
    0.089844,    2.1902370453E-01
    0.091797,    2.2371672094E-01
    0.093750,    2.2840675712E-01
    0.095703,    2.3309382796E-01
    0.097656,    2.3777788877E-01
    0.099609,    2.4245899916E-01
    0.101562,    2.4713698030E-01
    0.103516,    2.5181183219E-01
    0.105469,    2.5648361444E-01
    0.107422,    2.6115223765E-01
    0.109375,    2.6581767201E-01
    0.111328,    2.7047988772E-01
    0.113281,    2.7513879538E-01
    0.115234,    2.7979436517E-01
    0.117188,    2.8444671631E-01
    0.119141,    2.8909561038E-01
    0.121094,    2.9374113679E-01
    0.123047,    2.9838317633E-01
    0.125000,    3.0302172899E-01
    0.126953,    3.0765673518E-01
    0.128906,    3.1228807569E-01
    0.130859,    3.1691575050E-01
    0.132812,    3.2153972983E-01
    0.134766,    3.2615992427E-01
    0.136719,    3.3077645302E-01
    0.138672,    3.3538898826E-01
    0.140625,    3.3999761939E-01
    0.142578,    3.4460234642E-01
    0.144531,    3.4920302033E-01
    0.146484,    3.5379961133E-01
