x,u
    0.000000,    0.0000000000E+00
    0.003906,    9.8629066363E-03
    0.007812,    1.9690395831E-02
    0.011719,    2.9485057789E-02
    0.015625,    3.9249198440E-02
    0.019531,    4.8984872472E-02
    0.023438,    5.8693911665E-02
    0.027344,    6.8377949288E-02
    0.031250,    7.8038441162E-02
    0.035156,    8.7676683896E-02
    0.039062,    9.7293830735E-02
    0.042969,    1.0689090536E-01
    0.046875,    1.1646881394E-01
    0.050781,    1.2602835574E-01
    0.054688,    1.3557023237E-01
    0.058594,    1.4509505602E-01
    0.062500,    1.5460335670E-01
    0.066406,    1.6409558873E-01
    0.070312,    1.7357213640E-01
    0.074219,    1.8303331915E-01
    0.078125,    1.9247939619E-01
    0.082031,    2.0191057057E-01
    0.085938,    2.1132699294E-01
    0.089844,    2.2072876491E-01
    0.093750,    2.3011594213E-01
    0.097656,    2.3948853700E-01
    0.101562,    2.4884652126E-01
    0.105469,    2.5818982822E-01
    0.109375,    2.6751835491E-01
    0.113281,    2.7683196396E-01
    0.117188,    2.8613048534E-01
    0.121094,    2.9541371797E-01
    0.125000,    3.0468143113E-01
    0.128906,    3.1393336580E-01
    0.132812,    3.2316923584E-01
    0.136719,    3.3238872906E-01
    0.140625,    3.4159150816E-01
    0.144531,    3.5077721159E-01
    0.148438,    3.5994545435E-01
    0.152344,    3.6909582856E-01
    0.156250,    3.7822790409E-01
    0.160156,    3.8734122897E-01
    0.164062,    3.9643532984E-01
    0.167969,    4.0550971219E-01
    0.171875,    4.1456386060E-01
    0.175781,    4.2359723883E-01
    0.179688,    4.3260928994E-01
    0.183594,    4.4159943618E-01
    0.187500,    4.5056707891E-01
    0.191406,    4.5951159842E-01
    0.195312,    4.6843235364E-01
    0.199219,    4.7732868180E-01
    0.203125,    4.8619989799E-01
    0.207031,    4.9504529466E-01
    0.210938,    5.0386414104E-01
    0.214844,    5.1265568243E-01
    0.218750,    5.2141913947E-01
    0.222656,    5.3015370730E-01
    0.226562,    5.3885855460E-01
    0.230469,    5.4753282259E-01
    0.234375,    5.5617562387E-01
    0.238281,    5.6478604122E-01
    0.242188,    5.7336312625E-01
    0.246094,    5.8190589800E-01
    0.250000,    5.9041334128E-01
    0.253906,    5.9888440507E-01
    0.257812,    6.0731800066E-01
    0.261719,    6.1571299966E-01
    0.265625,    6.2406823189E-01
    0.269531,    6.3238248308E-01
    0.273438,    6.4065449240E-01
    0.277344,    6.4888294977E-01
    0.281250,    6.5706649298E-01
    0.285156,    6.6520370456E-01
    0.289062,    6.7329310840E-01
    0.292969,    6.8133316610E-01
    0.296875,    6.8932227298E-01
    0.300781,    6.9725875378E-01
    0.304688,    7.0514085801E-01
    0.308594,    7.1296675477E-01
    0.312500,    7.2073452725E-01
    0.316406,    7.2844216664E-01
    0.320312,    7.3608756546E-01
    0.324219,    7.4366851025E-01
    0.328125,    7.5118267358E-01
    0.332031,    7.5862760519E-01
    0.335938,    7.6600072223E-01
    0.339844,    7.7329929846E-01
    0.343750,    7.8052045222E-01
    0.347656,    7.8766113310E-01
    0.351562,    7.9471810698E-01
    0.355469,    8.0168793926E-01
    0.359375,    8.0856697603E-01
    0.363281,    8.1535132273E-01
    0.367188,    8.2203681991E-01
    0.371094,    8.2861901552E-01
    0.375000,    8.3509313309E-01
    0.378906,    8.4145403486E-01
    0.382812,    8.4769617863E-01
    0.386719,    8.5381356697E-01
    0.390625,    8.5979968637E-01
    0.394531,    8.6564743356E-01
    0.398438,    8.7134902449E-01
    0.402344,    8.7689587965E-01
    0.406250,    8.8227847578E-01
    0.410156,    8.8748614901E-01
    0.414062,    8.9250682523E-01
    0.417969,    8.9732663881E-01
    0.421875,    9.0192937623E-01
    0.425781,    9.0629563885E-01
    0.429688,    9.1040154798E-01
    0.433594,    9.1421669329E-01
    0.437500,    9.1770081620E-01
    0.441406,    9.2079836040E-01
    0.445312,    9.2342940372E-01
    0.449219,    9.2547442550E-01
    0.453125,    9.2674855239E-01
    0.457031,    9.2695785779E-01
    0.460938,    9.2562516901E-01
    0.464844,    9.2196451656E-01
    0.468750,    9.1467051529E-01
    0.472656,    9.0157114436E-01
    0.476562,    8.7907386947E-01
    0.480469,    8.4133649244E-01
    0.484375,    7.7918296042E-01
    0.488281,    6.7913789228E-01
    0.492188,    5.2392296592E-01
    0.496094,    2.9762240568E-01
    0.500000,    1.9767659460E-15
    0.503906,   -2.9762240568E-01
    0.507812,   -5.2392296592E-01
    0.511719,   -6.7913789228E-01
    0.515625,   -7.7918296042E-01
    0.519531,   -8.4133649244E-01
    0.523438,   -8.7907386947E-01
    0.527344,   -9.0157114436E-01
    0.531250,   -9.1467051529E-01
    0.535156,   -9.2196451656E-01
    0.539062,   -9.2562516901E-01
    0.542969,   -9.2695785779E-01
    0.546875,   -9.2674855239E-01
    0.550781,   -9.2547442550E-01
    0.554688,   -9.2342940372E-01
    0.558594,   -9.2079836040E-01
    0.562500,   -9.1770081620E-01
    0.566406,   -9.1421669329E-01
    0.570312,   -9.1040154798E-01
    0.574219,   -9.0629563885E-01
    0.578125,   -9.0192937623E-01
    0.582031,   -8.9732663881E-01
    0.585938,   -8.9250682523E-01
    0.589844,   -8.8748614901E-01
    0.593750,   -8.8227847578E-01
    0.597656,   -8.7689587965E-01
    0.601562,   -8.7134902449E-01
    0.605469,   -8.6564743356E-01
    0.609375,   -8.5979968637E-01
    0.613281,   -8.5381356697E-01
    0.617188,   -8.4769617863E-01
    0.621094,   -8.4145403486E-01
    0.625000,   -8.3509313309E-01
    0.628906,   -8.2861901552E-01
    0.632812,   -8.2203681991E-01
    0.636719,   -8.1535132273E-01
    0.640625,   -8.0856697603E-01
    0.644531,   -8.0168793926E-01
    0.648438,   -7.9471810698E-01
    0.652344,   -7.8766113310E-01
    0.656250,   -7.8052045222E-01
    0.660156,   -7.7329929846E-01
    0.664062,   -7.6600072223E-01
    0.667969,   -7.5862760519E-01
    0.671875,   -7.5118267358E-01
    0.675781,   -7.4366851025E-01
    0.679688,   -7.3608756546E-01
    0.683594,   -7.2844216664E-01
    0.687500,   -7.2073452725E-01
    0.691406,   -7.1296675477E-01
    0.695312,   -7.0514085801E-01
    0.699219,   -6.9725875378E-01
    0.703125,   -6.8932227298E-01
    0.707031,   -6.8133316610E-01
    0.710938,   -6.7329310840E-01
    0.714844,   -6.6520370456E-01
    0.718750,   -6.5706649298E-01
    0.722656,   -6.4888294977E-01
    0.726562,   -6.4065449240E-01
    0.730469,   -6.3238248308E-01
    0.734375,   -6.2406823189E-01
    0.738281,   -6.1571299966E-01
    0.742188,   -6.0731800066E-01
    0.746094,   -5.9888440507E-01
    0.750000,   -5.9041334128E-01
    0.753906,   -5.8190589800E-01
    0.757812,   -5.7336312625E-01
    0.761719,   -5.6478604122E-01
    0.765625,   -5.5617562387E-01
    0.769531,   -5.4753282259E-01
    0.773438,   -5.3885855460E-01
    0.777344,   -5.3015370730E-01
    0.781250,   -5.2141913947E-01
    0.785156,   -5.1265568243E-01
    0.789062,   -5.0386414104E-01
    0.792969,   -4.9504529466E-01
    0.796875,   -4.8619989799E-01
    0.800781,   -4.7732868180E-01
    0.804688,   -4.6843235364E-01
    0.808594,   -4.5951159842E-01
    0.812500,   -4.5056707891E-01
    0.816406,   -4.4159943618E-01
    0.820312,   -4.3260928994E-01
