x,u
    0.000000,    0.0000000000E+00
    0.010000,    2.9296875000E-02
    0.020000,    5.5664062500E-02
    0.030000,    8.1054687500E-02
    0.040000,    1.0644531250E-01
    0.050000,    1.3281250000E-01
    0.060000,    1.6113281250E-01
    0.070000,    1.8750000000E-01
    0.080000,    2.1191406250E-01
    0.090000,    2.3535156250E-01
    0.100000,    2.5878906250E-01
    0.110000,    2.8125000000E-01
    0.120000,    3.0566406250E-01
    0.130000,    3.3105468750E-01
    0.140000,    3.5546875000E-01
    0.150000,    3.7890625000E-01
    0.160000,    4.0234375000E-01
    0.170000,    4.2480468750E-01
    0.180000,    4.4628906250E-01
    0.190000,    4.6777343750E-01
    0.200000,    4.9121093750E-01
    0.210000,    5.1464843750E-01
    0.220000,    5.3710937500E-01
    0.230000,    5.5957031250E-01
    0.240000,    5.8105468750E-01
    0.250000,    6.0156250000E-01
    0.260000,    6.2207031250E-01
    0.270000,    6.4160156250E-01
    0.280000,    6.6113281250E-01
    0.290000,    6.8066406250E-01
    0.300000,    6.9921875000E-01
    0.310000,    7.1777343750E-01
    0.320000,    7.3535156250E-01
    0.330000,    7.5292968750E-01
    0.340000,    7.7050781250E-01
    0.350000,    7.8808593750E-01
    0.360000,    8.0468750000E-01
    0.370000,    8.2128906250E-01
    0.380000,    8.3691406250E-01
    0.390000,    8.5253906250E-01
    0.400000,    8.6425781250E-01
    0.410000,    8.7597656250E-01
    0.420000,    8.8671875000E-01
    0.430000,    8.9648437500E-01
    0.440000,    9.0234375000E-01
    0.450000,    9.0429687500E-01
    0.460000,    8.9550781250E-01
    0.470000,    8.6425781250E-01
    0.480000,    7.7246093750E-01
    0.490000,    5.3613281250E-01
    0.500000,    0.0000000000E+00
    0.510000,   -5.3613281250E-01
    0.520000,   -7.7246093750E-01
    0.530000,   -8.6425781250E-01
    0.540000,   -8.9550781250E-01
    0.550000,   -9.0429687500E-01
    0.560000,   -9.0234375000E-01
    0.570000,   -8.9648437500E-01
    0.580000,   -8.8671875000E-01
    0.590000,   -8.7597656250E-01
    0.600000,   -8.6425781250E-01
    0.610000,   -8.5253906250E-01
    0.620000,   -8.3691406250E-01
    0.630000,   -8.2128906250E-01
    0.640000,   -8.0468750000E-01
    0.650000,   -7.8808593750E-01
    0.660000,   -7.7050781250E-01
    0.670000,   -7.5292968750E-01
    0.680000,   -7.3535156250E-01
    0.690000,   -7.1777343750E-01
    0.700000,   -6.9921875000E-01
    0.710000,   -6.8066406250E-01
    0.720000,   -6.6113281250E-01
    0.730000,   -6.4160156250E-01
    0.740000,   -6.2207031250E-01
    0.750000,   -6.0156250000E-01
    0.760000,   -5.8105468750E-01
    0.770000,   -5.5957031250E-01
    0.780000,   -5.3710937500E-01
    0.790000,   -5.1464843750E-01
    0.800000,   -4.9121093750E-01
    0.810000,   -4.6777343750E-01
    0.820000,   -4.4628906250E-01
    0.830000,   -4.2480468750E-01
    0.840000,   -4.0234375000E-01
    0.850000,   -3.7890625000E-01
    0.860000,   -3.5546875000E-01
    0.870000,   -3.3105468750E-01
    0.880000,   -3.0566406250E-01
    0.890000,   -2.8125000000E-01
    0.900000,   -2.5878906250E-01
    0.910000,   -2.3535156250E-01
    0.920000,   -2.1191406250E-01
    0.930000,   -1.8750000000E-01
    0.940000,   -1.6113281250E-01
    0.950000,   -1.3281250000E-01
    0.960000,   -1.0644531250E-01
    0.970000,   -8.1054687500E-02
    0.980000,   -5.5664062500E-02
    0.990000,   -2.9296875000E-02
    1.000000,    0.0000000000E+00
