x,u
0.0000000000000000,0.0000000000000000
0.78125000000000000E-2,0.20445759850225502E-1
0.15625000000000000E-1,0.40611229359613955E-1
0.23437500000000000E-1,0.60541951734139711E-1
0.31250000000000000E-1,0.80273783378458016E-1
0.39062500000000000E-1,0.99835182535793779E-1
0.46875000000000000E-1,0.11924885123001525
0.54687500000000000E-1,0.13853293552990933
0.62500000000000000E-1,0.15770191879531401
0.70312500000000000E-1,0.17676729801325508
0.78125000000000000E-1,0.19573810447901011
0.85937500000000000E-1,0.21462131102420923
0.93750000000000000E-1,0.23342215520461376
0.10156250000000000,0.25214439915786646
0.10937500000000000,0.27079054085515114
0.11718750000000000,0.28936198731705898
0.12500000000000000,0.30785919746233265
0.13281250000000000,0.32628180021965664
0.14062500000000000,0.34462869209265701
0.14843750000000000,0.36289811734434774
0.15625000000000000,0.38108773323235456
0.16406250000000000,0.39919466219131911
0.17187500000000000,0.41721553246123455
0.17968750000000000,0.43514650835595087
0.18750000000000000,0.45298331112355950
0.19531250000000000,0.47072123114788783
0.20312500000000000,0.48835513206230952
0.21093750000000000,0.50587944718225730
0.21875000000000000,0.52328816850279758
0.22656250000000000,0.54057482834557335
0.23437500000000000,0.55773247356932454
0.24218750000000000,0.57475363207395880
0.25000000000000000,0.59163027112292066
0.25781250000000000,0.60835374677412268
0.26562500000000000,0.62491474343534426
0.27343750000000000,0.64130320223179083
0.28125000000000000,0.65750823647267254
0.28906250000000000,0.67351803200450477
0.29687500000000000,0.68931972960564980
0.30468750000000000,0.70489928575898642
0.31250000000000000,0.72024130706472811
0.32031250000000000,0.73532885211593879
0.32812500000000000,0.75014319269211749
0.33593750000000000,0.76466352337506960
0.34375000000000000,0.77886660473637703
0.35156250000000000,0.79272631936599725
0.35937500000000000,0.80621311089878722
0.36718750000000000,0.81929326133973479
0.37500000000000000,0.83192793629622341
0.38281250000000000,0.84407188033047331
0.39062500000000000,0.85567155135720441
0.39843750000000000,0.86666228813247481
0.40625000000000000,0.87696367688461074
0.41406250000000000,0.88647130585379597
0.42187500000000000,0.89504080105522632
0.42968750000000000,0.90245454187079743
0.43750000000000000,0.90834815640807121
0.44531250000000000,0.91204159360601211
0.45312500000000000,0.91214150480925404
0.46093750000000000,0.90559663966941217
0.46875000000000000,0.88547108066694713
0.47656250000000000,0.83588386195601783
0.48437500000000000,0.72167119170421878
0.49218750000000000,0.47364768287708009
0.50000000000000000,0.13920886943396297E-15
0.50781250000000000,-0.47364768287708003
0.51562500000000000,-0.72167119170421878
0.52343750000000000,-0.83588386195601805
0.53125000000000000,-0.88547108066694780
0.53906250000000000,-0.90559663966941295
0.54687500000000000,-0.91214150480925549
0.55468750000000000,-0.91204159360601356
0.56250000000000000,-0.90834815640807220
0.57031250000000000,-0.90245454187079832
0.57812500000000000,-0.89504080105522688
0.58593750000000000,-0.88647130585379696
0.59375000000000000,-0.87696367688461163
0.60156250000000000,-0.86666228813247559
0.60937500000000000,-0.85567155135720496
0.61718750000000000,-0.84407188033047398
0.62500000000000000,-0.83192793629622397
0.63281250000000000,-0.81929326133973512
0.64062500000000000,-0.80621311089878722
0.64843750000000000,-0.79272631936599758
0.65625000000000000,-0.77886660473637703
0.66406250000000000,-0.76466352337506971
0.67187500000000000,-0.75014319269211771
0.67968750000000000,-0.73532885211593879
0.68750000000000000,-0.72024130706472811
0.69531250000000000,-0.70489928575898630
0.70312500000000000,-0.68931972960564925
0.71093750000000000,-0.67351803200450444
0.71875000000000000,-0.65750823647267209
0.72656250000000000,-0.64130320223179016
0.73437500000000000,-0.62491474343534381
0.74218750000000000,-0.60835374677412213
0.75000000000000000,-0.59163027112292021
0.75781250000000000,-0.57475363207395846
0.76562500000000000,-0.55773247356932432
0.77343750000000000,-0.54057482834557369
0.78125000000000000,-0.52328816850279802
0.78906250000000000,-0.50587944718225752
0.79687500000000000,-0.48835513206230979
0.80468750000000000,-0.47072123114788805
0.81250000000000000,-0.45298331112355961
0.82031250000000000,-0.43514650835595092
0.82812500000000000,-0.41721553246123444
0.83593750000000000,-0.39919466219131894
0.84375000000000000,-0.38108773323235451
0.85156250000000000,-0.36289811734434774
0.85937500000000000,-0.34462869209265723
0.86718750000000000,-0.32628180021965691
0.87500000000000000,-0.30785919746233303
0.88281250000000000,-0.28936198731705931
0.89062500000000000,-0.27079054085515136
0.89843750000000000,-0.25214439915786646
0.90625000000000000,-0.23342215520461373
0.91406250000000000,-0.21462131102420909
0.92187500000000000,-0.19573810447900991
0.92968750000000000,-0.17676729801325478
0.93750000000000000,-0.15770191879531370
0.94531250000000000,-0.13853293552990897
0.95312500000000000,-0.11924885123001483
0.96093750000000000,-0.99835182535793460E-1
0.96875000000000000,-0.80273783378457655E-1
0.97656250000000000,-0.60541951734139468E-1
0.98437500000000000,-0.40611229359613747E-1
0.99218750000000000,-0.20445759850225391E-1
1.0000000000000000,0.0000000000000000
