precision,L1 Error,L2 Error,Linf Error
FP16,0.0508420169,0.0546548627,0.0814750195
FP32,0.0548300557,0.0603897534,0.0851834416
FP64,0.054829723605273,0.06038940783730935,0.08518305379730462
FP128,0.054829723605282196,0.06038940783731964,0.08518305379731947
